epoch,train_loss,val_loss
1,923.2679528233348,9.194659554073924
2,796.6653834440947,8.675266469343013
3,762.5702989755315,8.436560176314996
4,739.3776789252198,8.248294918095128
5,717.9496458615038,8.118953670784974
6,697.1310756231334,7.989124731385196
7,676.6621131236616,7.8827764465079095
8,657.254899436833,7.787107116263358
9,639.2521823454549,7.736826507076246
10,622.2025614667883,7.652957764942777
11,605.9889101817528,7.6406720657793326
12,590.4496757078579,7.599467179581027
13,575.9295024188376,7.548024489475658
14,562.1383631610761,7.544219640236182
15,548.8526449209324,7.524234710698748
16,536.0991277381717,7.513255899934371
17,523.8622928680409,7.523869103287387
18,512.3923032694036,7.573727835949244
19,501.7484056683615,7.575995644630665
20,491.4792150466566,7.535573803696997
21,481.16108114885566,7.598341495247676
22,471.58083071070143,7.589126173700493
23,462.08419051110843,7.629579158741141
24,453.45602542050773,7.66216905031478
25,445.05324351560745,7.675862602197535
26,437.0107250435684,7.713894059135361
27,429.37000056732546,7.721170032287282
28,422.04247364183175,7.71190330102594
29,414.7359179261822,7.7766933705450585
30,407.7274637270234,7.783839841213942
31,401.25996046770103,7.891440983205438
32,395.0118678140787,7.935505804651008
33,388.8849132832412,7.904516032321013
34,382.7445811821632,7.930717841664392
35,377.2489171903902,8.000657956890956
36,372.0282365895397,8.01252592369379
37,366.77453259652737,8.066846116973718
38,361.83135301624577,8.110362805797758
39,356.9457125750184,8.157383106981412
40,352.2613586469041,8.175114202030805
41,347.69768663955,8.214173607884728
42,343.69656235209044,8.304146516072372
43,339.4572760768869,8.254189957338191
44,335.30683544234046,8.400590621090148
45,331.24464156515006,8.383759325290622
46,327.8315918268067,8.445511170360652
47,323.93438535534506,8.424792938294257
48,320.591354744276,8.522129950231255
49,317.392967936501,8.466220411413557
50,314.043096697168,8.619656792217455
51,310.672368338328,8.560342653226096
52,307.6594199575251,8.658274504775546
53,304.8841388468365,8.643708913908474
54,301.99682737391936,8.729186385332348
55,299.3365262620428,8.615160853973284
56,296.3818374488647,8.677119153989395
57,293.85215316364184,8.695598759568849
58,291.07245353776347,8.715174472026057
59,288.85217183717924,8.73585539255039
60,286.6624493765302,8.736890675334216
61,283.90605560791187,8.774681012022077
62,281.20114037420086,8.84412428679974
63,279.21881486883433,8.837235700400491
64,276.70750831569825,8.936884490368179
65,274.80250629857153,8.854255207898753
66,272.5760942109137,8.935437872780705
67,270.2362707784807,9.018073197727103
68,268.517125156396,8.94659005168236
69,266.4566143904516,8.969955307721662
70,264.4558630981663,9.03563952327314
71,262.6276256810664,8.998039025678352
72,260.252978218126,9.100179083938148
73,258.76582039283005,9.082511285386172
74,257.0435251530297,9.07939191300886
75,254.95200906628006,9.082619348040515
76,253.29339433488246,9.167875963807823
77,251.43287599592583,9.098913810010105
78,249.8984476470131,9.174139410565783
79,248.31678218268914,9.191863149343183
80,246.50479587240898,9.204596256844754
81,245.07166374952942,9.114950709919308
82,243.22236138033122,9.186273374370595
83,241.97456074568657,9.21187971226499
84,240.53285909897343,9.23840824555637
85,238.8978218924304,9.234686458480809
86,237.7575071229592,9.236996240749319
87,236.2175573165852,9.278169592030006
88,234.7773592646415,9.281826757986103
89,233.26153336957316,9.290407867560374
90,231.84284281960697,9.36080256500255
91,230.58798581319044,9.386410275297168
92,229.35177986816305,9.370399046232924
93,227.697885596437,9.385666789527209
94,226.75590750935177,9.407057798967708
95,225.46429143908546,9.407004568850883
96,224.71446833767016,9.454078548780181
97,223.67567546495496,9.454885652298904
98,222.29887065067186,9.426837733355875
99,220.88918847063934,9.482371441610217
100,220.0215160865003,9.521277116930305
101,218.9949939887632,9.43218113802469
102,217.89392851868604,9.5815962545937
103,216.71522776918178,9.54862950347929
104,216.09248279815893,9.569598266442014
105,214.61113657677387,9.61776425501102
106,213.81950252720105,9.586292887175812
107,212.75884150106995,9.530893939555595
108,211.41085327066483,9.58255554363339
109,210.7032822086443,9.615085897441267
110,209.66894524406587,9.659056962255594
111,209.03923926252187,9.63345625247732
112,207.9092206576939,9.676696707295946
113,207.21481844390976,9.73631593833544
114,206.32701593905267,9.665054330301786
115,205.4974553459319,9.710616322422878
116,204.67030060266987,9.693679207606294
117,203.80035329714815,9.813309297125894
118,203.14139437740775,9.76294857687545
119,202.27152093913963,9.72251823395532
120,201.69510696355042,9.666144461160506
121,200.4876478303173,9.794342535859945
122,199.89624758056073,9.760709975524872
123,198.94060389991495,9.782439033032182
124,198.2589360055838,9.750857192815447
125,197.56386654410187,9.737112382339927
126,196.87417355629344,9.778535291939367
127,196.1132611569193,9.85443774145361
128,195.41449710924832,9.81906442198685
129,194.71279162117887,9.846943109519653
130,193.82772834942952,9.839505231172359
131,193.07636772297943,9.886684327559506
132,192.61080551080713,9.88852780922083
133,191.8335198886191,9.857298030748824
134,191.43905904689592,9.894620867496194
135,190.89168366174118,9.876953960148906
136,190.21696366896361,9.976793945677118
137,189.0927245755066,9.990187253418572
138,188.79236238011947,9.945191140982134
139,188.62325392347518,9.909260790484703
140,187.6156804712652,9.965444363432578
141,187.03796733462704,9.944000658245058
142,186.26376277077748,9.915299912272737
143,185.67106207000865,9.996746537624915
144,185.4247259203995,9.956840956841756
145,184.81934255315068,10.041718117817357
146,183.96623858331535,10.001357528793784
147,183.4233088638627,10.061714621694247
148,183.06089572329464,10.049632785988656
149,182.33744889586845,10.097634261168896
150,181.95556339768717,10.045707566825625
151,181.24908150904585,10.06691354052992
152,181.17502482630687,10.069273388718736
153,180.13684658720533,10.064481401775769
154,180.03042719522824,10.092026241796098
155,179.5978280147965,10.06070352824899
156,179.06976761116627,10.060713916653151
157,178.42341234942757,9.991227012556127
158,177.88139087838843,10.063074186222225
159,177.71484761276605,10.07122513428264
160,177.09677856652456,10.059651375099397
161,176.34783998096898,10.131017719613181
162,175.97078946332505,10.084026382168963
163,175.67425345911673,10.12500666617796
164,175.21600851426854,10.093773836222143
165,174.87068887680942,10.097550753730863
166,174.28634647628573,10.168631701285998
167,173.90792809045334,10.12265725875545
168,173.2853653496284,10.185465085983967
169,172.90995965661372,10.189111668378729
170,172.4380106500034,10.197951021136037
171,172.26086400251825,10.162129157027175
172,171.5332909115502,10.280825828297298
173,171.27366845728,10.261308265571104
174,170.9795753134145,10.244773642268088
175,170.5568121779621,10.162645365429757
176,170.1547824122988,10.236411608666417
177,169.9118642707929,10.255813449632294
178,169.13678447558738,10.264436381687853
179,168.76618046936247,10.211169049263686
180,168.36835345531426,10.18239965093843
181,168.11855782164642,10.282762591475938
182,168.0082156262373,10.261527497038474
183,167.5472650912839,10.340861631414478
184,167.31016786705473,10.29496127588086
185,166.7065004905591,10.213703539257095
186,166.40232610550967,10.344604463891388
187,165.97379271965724,10.278986971570738
188,165.5354550970216,10.358511387895213
189,165.0188062639067,10.266112553065248
190,164.66849625158156,10.324738983336056
191,164.54131347828877,10.345345278689496
192,163.97045073599733,10.367538094054227
193,163.70780073951448,10.304379571979656
194,163.7028125950178,10.306465287698789
195,163.22039025346572,10.374034995998272
196,162.7321733098169,10.365518826219223
197,162.75051465264178,10.411872940641649
198,162.13409568508132,10.35789750051707
199,161.8200273323215,10.415992868146253
200,161.45614948649688,10.410823168043633
201,161.14110108612135,10.395255881567568
202,160.8843040100287,10.376747405226558
